,price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
4541,190000,819,166,4,0,0,2,0,20,Córdoba
4542,210000,230,106,2,2,1,2,0,0,Córdoba
4543,295000,139,118,0,3,1,3,0,0,SanFernando
4544,450000,476,350,5,3,0,3,0,20,Morón
4545,148000,100,100,4,3,1,3,0,0,Ituzaingó
4546,750000,490,320,6,4,0,5,0,30,CapitalFederal
4547,120000,350,80,3,0,0,0,0,16,Berazategui
4548,142000,61,61,2,2,1,0,0,0,RioNegro
4549,330000,200,200,5,4,1,4,1,8,Morón
4550,370000,126,124,5,2,1,4,1,45,SanIsidro
4551,248000,200,137,5,0,0,4,1,30,SanIsidro
4552,2000000,580,443,0,5,0,4,0,0,Pilar
4553,540000,838,246,0,5,0,3,0,15,DonTorcuato
4554,280000,995,168,4,3,0,3,0,4,Pilar
4555,420000,1125,255,5,4,0,4,0,27,SanMiguel
4556,980000,840,505,0,6,0,5,0,29,SanIsidro
4557,160000,96,96,0,0,0,2,0,40,SanIsidro
4558,455000,503,209,6,3,0,3,1,0,Nordelta
4559,330000,356,220,5,3,0,3,1,0,Pilar
4560,530000,320,300,0,4,1,4,1,10,EstebanEcheverría
4561,350000,241,213,0,2,0,3,1,35,Rosario
4562,380000,144,144,4,0,1,3,0,0,CapitalFederal
4563,440000,1000,300,8,3,0,3,1,0,Mendiolaza
4564,149000,150,105,3,0,1,2,1,0,Tigre
4565,70000,300,60,2,0,1,0,0,25,Ituzaingó
4566,165000,94,70,3,0,1,2,0,0,CityBell
4567,530000,410,291,5,3,0,4,1,6,Pilar
4568,280000,225,225,0,2,0,3,0,3,Escobar
4569,625000,270,201,4,4,0,3,0,3,Nordelta
4570,190000,138,88,4,2,1,3,1,0,VicenteLópez
4571,595000,800,276,5,3,1,4,0,0,ElTalardePacheco
4572,440000,1000,229,4,3,0,3,0,4,LaPlata
4573,450000,337,262,6,4,0,5,1,40,SanIsidro
4574,315000,250,195,5,3,0,4,0,40,SanIsidro
4575,350000,170,170,5,2,1,4,0,30,CapitalFederal
4576,200000,221,151,4,3,1,3,1,25,LaMatanza
4577,298000,600,200,0,2,0,3,0,19,SanMiguel
4578,112500,80,80,3,2,0,2,0,0,Córdoba
4579,160000,70,70,3,0,1,2,0,8,Pilar
4580,278000,220,220,0,3,0,3,0,7,Escobar
4581,270000,570,250,0,3,0,4,1,25,Córdoba
4582,379000,650,111,3,2,1,3,0,8,RincóndeMilberg
4583,429000,144,144,5,2,1,3,1,30,CapitalFederal
4584,1200000,410,330,7,5,0,6,1,4,EstebanEcheverría
4585,550000,305,285,0,3,0,4,1,7,EstebanEcheverría
4586,315000,1413,311,6,3,0,5,0,35,SanMiguel
4587,850000,330,300,0,4,0,4,0,12,Nordelta
4588,320000,242,150,4,2,0,3,0,25,LaMatanza
4589,390000,1867,366,0,3,0,4,0,4,Córdoba
4590,295000,193,186,5,2,1,3,1,30,VicenteLópez
4591,140000,170,140,5,3,0,3,0,1,GBASur
4592,220000,1215,200,0,3,0,3,0,30,Moreno
4593,298000,357,301,4,4,1,4,0,40,Córdoba
4594,300000,208,135,4,2,1,2,0,35,VicenteLópez
4595,235000,800,150,4,3,0,3,1,0,ElCantón
4596,599900,490,208,5,4,0,4,0,30,CapitalFederal
4597,210000,450,190,2,2,1,2,0,4,VillaAllende
4598,98000,90,90,3,2,1,2,0,0,Córdoba
4599,380000,690,200,5,4,0,3,0,5,DonTorcuato
4600,550000,277,229,8,4,0,4,1,0,Tigre
4601,340000,730,186,6,2,0,3,1,40,AlmiranteBrown
4602,1650000,500,500,0,6,0,5,0,8,Nordelta
4603,265000,491,228,3,3,1,3,0,41,Córdoba
4604,740000,780,530,7,4,0,5,0,40,CapitalFederal
4605,295000,1026,216,6,3,0,4,1,10,Pilar
4606,240000,150,150,3,0,1,2,1,10,Morón
4607,800000,630,475,6,4,0,5,1,25,CapitalFederal
4608,380000,184,184,0,2,0,3,0,40,VicenteLópez
4609,500000,350,350,8,2,1,4,1,40,SanIsidro
4610,298000,212,156,4,2,0,3,0,35,SanIsidro
4611,275000,900,220,4,3,1,3,0,0,Escobar
4612,200000,220,140,3,3,1,3,0,0,Córdoba
4613,230000,822,140,3,2,1,2,0,10,SanVicente
4614,890000,547,547,0,5,0,5,0,12,Pilar
4615,260000,200,105,4,2,1,3,1,5,AlmiranteBrown
4616,248000,365,128,5,2,1,3,0,5,Tigre
4617,1800000,1213,500,5,5,0,4,1,3,RincóndeMilberg
4618,320000,982,200,5,3,0,3,1,0,Escobar
4619,390000,550,550,5,5,0,4,0,38,Córdoba
4620,310000,200,200,3,3,1,3,1,15,Pilar
4621,450000,170,170,5,3,1,4,0,5,BuenosAiresCostaAtlántica
4622,120000,2200,2200,0,0,0,0,0,0,Moreno
4623,3100000,550,550,10,4,0,4,1,1,Nordelta
4624,1300000,1700,160,4,2,0,2,0,20,ManuelAlberti
4625,670000,560,550,7,6,0,5,1,37,VicenteLópez
4626,980000,961,502,5,0,1,4,0,0,SanIsidro
4627,450000,326,232,5,2,0,4,0,19,CapitalFederal
4628,470000,330,330,0,4,1,3,0,13,Pilar
4629,210000,240,140,5,2,0,4,0,42,MardelPlata
4630,140000,300,60,2,0,0,0,0,15,SanMiguel
4631,360000,400,400,5,3,0,3,1,0,Ezeiza
4632,145000,86,58,3,0,1,2,0,30,VicenteLópez
4633,270000,210,210,0,3,0,3,0,0,Córdoba
4634,295000,230,220,5,3,0,5,0,16,SanIsidro
4635,280000,1050,300,4,2,0,3,1,21,GBANorte
4636,300000,500,434,0,3,0,4,0,20,Hurlingham
4637,330000,1000,280,5,2,0,3,1,5,Escobar
4638,235000,500,190,0,0,0,3,0,0,GeneralRodríguez
4639,600000,550,270,5,2,0,4,0,20,Morón
4640,170000,280,260,6,2,0,5,0,30,LomasdeZamora
4641,80000,85,70,4,0,0,2,0,20,Rosario
4642,1800000,1350,750,5,7,0,3,1,10,CapitalFederal
4643,275000,190,190,5,3,0,4,0,12,Pilar
4644,145000,85,85,3,0,1,2,0,0,MalvinasArgentinas
4645,367000,550,225,6,3,1,4,1,5,Tigre
4646,820000,670,344,4,2,0,3,1,41,CapitalFederal
4647,380000,468,188,0,3,0,3,0,1,SanMiguel
4648,880000,1352,464,0,5,0,4,0,41,SanIsidro
4649,398000,230,200,5,4,1,4,0,10,Nordelta
4650,75000,200,90,3,0,1,2,0,20,Morón
4651,250000,170,140,4,3,1,3,0,0,Escobar
4652,370000,200,200,5,3,1,4,1,0,Berazategui
4653,130000,444,120,0,2,0,3,0,20,Moreno
4654,370000,435,190,0,3,1,4,0,5,Morón
4655,500000,1000,270,5,3,1,4,1,10,Berazategui
4656,950000,1100,430,5,4,0,4,0,11,Pilar
4657,100000,100,90,0,0,0,2,0,30,Córdoba
4658,370000,1754,230,6,2,0,3,1,3,GBAOeste
4659,215000,1100,170,4,2,0,3,1,20,Pilar
4660,250000,400,205,0,3,0,3,0,20,Tigre
4661,475000,245,245,0,3,0,4,0,5,Villanueva
4662,295000,171,171,4,2,0,2,1,7,Cafayate
4663,248000,205,185,4,0,0,3,1,35,SanIsidro
4664,240000,160,110,4,2,1,3,1,0,VicenteLópez
4665,290000,202,140,0,0,1,0,0,0,Escobar
4666,390000,1650,476,5,5,0,4,0,4,Moreno
4667,438000,560,250,6,3,0,3,1,14,GeneralPacheco
4668,890000,735,500,7,5,1,5,0,46,SanIsidro
4669,420000,228,228,5,4,0,3,1,0,Puertos
4670,1250000,450,450,6,4,0,4,1,15,Tigre
4671,680000,500,265,5,3,0,4,0,35,CapitalFederal
4672,240000,700,180,0,4,1,3,0,20,Escobar
4673,510000,1092,255,6,3,0,4,1,9,Pinamar
4674,290000,460,280,5,2,0,3,1,20,Escobar
4675,250000,128,128,3,0,0,2,0,20,LaMatanza
4676,195000,408,186,5,2,1,3,0,10,Moreno
4677,298000,199,130,4,0,0,3,0,45,CapitalFederal
4678,580000,2250,440,5,4,0,4,1,20,Pilar
4679,590000,633,294,6,2,0,4,0,30,SanIsidro
4680,1350000,1200,320,6,4,1,4,0,20,ManuelAlberti
4681,265000,275,220,6,3,0,2,0,40,Morón
4682,890000,1000,280,0,2,0,4,0,14,Tigre
4683,240000,768,159,4,2,0,3,1,1,Escobar
4684,155000,250,125,9,2,1,4,0,37,Córdoba
4685,193000,600,150,3,2,0,3,0,0,Pilar
4686,198000,450,148,5,2,1,3,1,0,Pilar
4687,388000,340,200,5,3,0,3,1,20,VicenteLópez
4688,497000,398,398,0,2,0,3,0,6,Pilar
4689,280000,420,350,7,4,0,4,0,0,Lanús
4690,144000,204,80,4,0,1,3,0,40,SanIsidro
4691,495000,243,243,6,3,1,0,1,6,Tigre
4692,160000,400,209,5,2,1,4,0,30,Escobar
4693,349900,240,200,4,4,0,3,0,0,Escobar
4694,170000,300,180,4,3,0,2,0,25,Moreno
4695,320000,220,200,0,4,0,3,0,10,Pilar
4696,475000,1100,345,5,3,0,4,1,10,Pilar
4697,230000,480,200,5,2,0,4,0,7,Ituzaingó
4698,450000,620,197,4,3,0,3,0,6,Ituzaingó
4699,850000,378,320,0,5,0,5,0,10,CapitalFederal
4700,850000,378,320,0,5,0,5,0,10,CapitalFederal
4701,230000,1050,180,4,3,1,3,1,5,Escobar
4702,249000,146,101,4,2,0,3,1,0,Nordelta
4703,345000,223,193,5,4,1,4,0,0,Escobar
4704,250000,698,250,7,3,0,4,1,15,Pilar
4705,280000,845,220,7,4,0,4,1,4,HarasSantaMaría
4706,252000,812,160,4,3,0,3,1,0,ElCantón
4707,398000,618,160,5,3,0,3,0,40,AlmiranteBrown
4708,495000,600,220,5,3,0,3,1,0,GeneralPacheco
4709,1900000,1493,720,11,4,0,4,0,10,Pilar
4710,220000,1200,250,0,2,0,3,0,15,Córdoba
4711,400000,700,240,6,4,0,3,1,0,EstebanEcheverría
4712,315000,615,249,4,3,0,3,1,15,Escobar
4713,760000,493,392,8,4,0,5,0,15,CapitalFederal
4714,320000,295,130,4,2,1,3,0,19,VicenteLópez
4715,225000,196,74,3,0,1,2,0,29,SanIsidro
4716,650000,378,286,0,2,0,4,0,4,LaPlata
4717,350000,836,267,3,3,1,3,0,0,LaCalera
4718,510000,2370,523,5,4,0,4,1,9,Pilar
4719,460000,930,234,0,3,0,3,1,6,PilardelEste
4720,260000,218,157,8,2,1,3,1,10,Córdoba
4721,980000,2006,570,9,5,0,4,1,15,EstebanEcheverría
4722,240000,540,150,4,0,0,3,0,25,AlmiranteBrown
4723,350000,572,270,4,3,1,3,0,0,AlmiranteBrown
4724,670000,340,340,5,4,0,4,1,0,Berazategui
4725,420000,814,330,4,4,1,3,0,8,Ezeiza
4726,180000,600,115,4,3,0,3,0,4,Pilar
4727,180000,565,100,4,2,0,3,0,6,Pilar
4728,400000,750,270,8,3,0,4,1,10,Ezeiza
4729,470000,300,260,5,3,1,4,1,12,Pilar
4730,135000,220,180,4,0,1,3,0,37,Córdoba
4731,450000,353,240,4,2,1,3,1,12,CapitalFederal
4732,320000,837,200,3,2,0,2,0,0,EstebanEcheverría
4733,1111111,1090,375,5,3,1,3,1,5,Nordelta
4734,440000,250,200,5,3,0,3,1,0,EstebanEcheverría
4735,375000,320,304,3,0,0,2,0,35,VicenteLópez
4736,170000,83,69,3,0,1,2,1,7,VicenteLópez
4737,245000,600,130,4,0,0,2,0,5,Pilar
4738,420000,2480,400,4,3,0,4,1,4,Córdoba
4739,425000,833,277,0,4,0,4,0,15,DonTorcuato
4740,235000,813,165,4,3,0,3,1,0,Escobar
4741,360000,848,150,5,3,0,3,1,8,EstebanEcheverría
4742,400000,730,250,5,2,0,4,1,0,EstebanEcheverría
4743,360000,800,236,6,2,0,3,1,10,Ezeiza
4744,225000,800,170,4,3,1,3,1,0,Escobar
4745,360000,800,274,4,2,0,3,1,0,Pilar
4746,1400000,1650,600,7,5,0,5,1,0,EstebanEcheverría
4747,200000,183,183,4,3,0,3,1,35,BuenosAiresCostaAtlántica
4748,370000,911,357,5,3,1,4,1,10,AlmiranteBrown
4749,395000,884,283,9,4,0,5,1,15,Benavidez
4750,280000,688,153,5,2,0,3,1,0,Villanueva
4751,254000,812,184,4,3,1,3,1,0,ElCantón
4752,1800000,495,420,5,7,0,4,0,0,Nordelta
4753,140000,300,80,3,0,1,2,1,0,RincóndeMilberg
4754,98000,312,122,3,0,1,2,0,40,Córdoba
4755,205000,1200,198,6,2,0,3,0,25,Pilar
4756,175000,110,90,4,0,1,2,0,15,Morón
4757,270000,390,190,4,2,1,3,0,0,AlmiranteBrown
4758,360000,264,240,4,2,0,3,0,0,EstebanEcheverría
4759,440000,1213,192,0,4,0,3,0,5,Villanueva
4760,390000,790,193,5,3,0,3,1,0,Villanueva
4761,275000,656,143,5,3,0,3,1,8,Villanueva
4762,548000,820,248,6,3,0,4,1,10,ElTalardePacheco
4763,290000,844,195,4,3,0,3,0,0,Escobar
4764,275000,300,250,6,2,0,4,1,15,Rosario
4765,1550000,1500,500,7,5,1,4,1,5,Nordelta
4766,520000,750,230,6,4,1,3,1,16,Nordelta
4767,70000,70,70,0,2,0,2,0,0,Zárate
4768,100000,351,141,3,0,0,0,0,15,Quilmes
4769,270000,510,200,4,3,0,3,1,0,Puertos
4770,260000,145,135,5,3,1,3,1,22,VicenteLópez
4771,799000,991,500,7,6,0,0,0,26,SanIsidro
4772,1200000,1316,341,6,3,0,3,1,7,Nordelta
4773,710000,807,288,7,4,0,4,1,13,Nordelta
4774,580000,1432,330,7,8,0,4,1,7,Villanueva
4775,1100000,2086,447,6,3,0,3,1,15,Nordelta
4776,339000,846,200,4,3,1,3,1,0,Villanueva
4777,180000,300,160,6,2,1,3,0,20,LaPlata
4778,270000,808,140,2,2,0,0,0,7,LaPlata
4779,430000,1000,304,8,2,0,5,1,30,LaPlata
4780,475000,755,274,5,3,1,4,1,10,Villanueva
4781,2499000,1214,487,6,4,0,4,1,4,Nordelta
4782,310000,565,135,4,2,1,3,1,2,Tigre
4783,255000,529,100,3,0,0,2,0,0,Uruguay
4784,540000,250,200,4,2,0,3,1,30,CapitalFederal
4785,250000,165,165,0,4,1,2,0,15,Escobar
4786,279000,800,200,5,2,0,2,1,0,Pilar
4787,990000,924,433,6,5,0,4,0,20,GBANorte
4788,448000,615,205,3,4,0,3,0,0,Tigre
4789,1150000,1020,328,6,3,0,4,1,8,Nordelta
4790,279000,988,158,5,2,0,4,1,10,Tigre
4791,525000,798,263,6,3,0,3,1,5,Villanueva
4792,390000,512,195,4,3,0,3,1,0,Nordelta
4793,399000,789,253,6,3,0,4,1,0,Puertos
4794,209000,440,100,3,0,0,2,1,14,GBAOeste
4795,360000,1500,180,5,2,1,4,0,40,Pilar
4796,175000,1000,317,5,3,0,4,0,16,Córdoba
4797,250000,337,157,5,3,1,3,0,6,Córdoba
4798,880000,390,329,0,5,1,4,0,15,Nordelta
4799,220000,260,260,4,4,1,3,0,30,Córdoba
4800,590000,410,350,0,5,0,4,0,2,Escobar
4801,145000,870,170,4,2,1,3,1,0,Pilar
4802,240000,226,190,0,3,0,3,0,3,Escobar
4803,170000,190,170,5,0,1,4,0,35,CapitalFederal
4804,530000,351,218,5,3,0,3,0,40,CapitalFederal
4805,540000,360,310,4,3,0,3,0,30,CapitalFederal
4806,550000,900,280,7,2,0,3,1,4,Pilar
4807,115000,450,130,4,2,0,3,1,0,PilardelEste
4808,640000,1000,270,6,3,0,4,0,15,Berazategui
4809,138000,65,65,3,0,0,2,0,8,BuenosAiresCostaAtlántica
4810,269000,500,120,4,2,0,3,0,15,Tigre
4811,330000,160,160,4,0,1,3,1,22,SanIsidro
4812,550000,250,250,5,3,1,4,1,30,CapitalFederal
4813,150000,90,77,6,0,0,3,0,15,Rosario
4814,90000,1500,200,4,0,0,2,0,9,Córdoba
4815,330000,600,248,4,2,0,3,1,20,Rosario
4816,400000,403,341,5,3,0,3,1,20,GBANorte
4817,170000,165,100,4,0,1,3,1,20,Hurlingham
4818,95000,800,100,2,0,0,2,0,1,Córdoba
4819,92000,135,73,0,0,0,5,0,30,Rosario
4820,129500,360,168,6,2,1,3,0,30,MalvinasArgentinas
4821,350000,210,210,5,2,0,4,0,30,CapitalFederal
4822,398000,480,200,5,2,1,4,1,0,Nordelta
4823,430000,1500,400,4,4,1,4,0,0,Córdoba
4824,205000,163,90,4,2,1,3,0,30,VicenteLópez
4825,135000,476,165,2,2,1,2,0,0,Córdoba
4826,500000,840,300,8,3,0,5,1,15,Ezeiza
4827,500000,840,300,8,3,0,5,1,15,EstebanEcheverría
4828,500000,840,300,8,3,0,5,1,15,GBASur
4829,540000,530,180,4,2,0,4,1,15,Rosario
4830,495000,507,208,5,2,0,4,1,4,SanFernando
4831,300000,600,200,12,2,0,3,0,10,VillaAllende
4832,300000,200,166,5,0,1,3,0,40,SanIsidro
4833,1100000,1412,230,4,3,0,3,0,4,Rosario
4834,180000,333,172,4,0,0,3,1,30,GeneralSanMartín
4835,890000,600,550,7,4,0,5,0,6,Tigre
4836,198000,239,239,0,3,0,3,0,30,ExaltacióndelaCruz
4837,95000,300,112,3,0,0,2,0,1,JoséCPaz
4838,560000,260,260,9,3,0,4,1,0,Nordelta
4839,240000,300,140,0,2,1,3,0,1,SanMiguel
4840,275000,770,190,3,2,1,3,0,20,Córdoba
4841,1450000,1050,794,0,7,1,4,1,15,SanIsidro
4842,450000,1255,400,7,5,1,6,1,25,Pilar
4843,460000,700,280,7,5,0,3,1,10,Moreno
4844,799000,300,300,10,6,0,5,1,0,Nordelta
4845,430000,333,205,6,3,0,5,0,15,VicenteLópez
4846,178000,130,130,0,2,0,3,0,30,ExaltacióndelaCruz
4847,198000,160,160,0,2,0,3,0,15,ExaltacióndelaCruz
4848,215000,299,162,4,2,0,3,0,0,SanIsidro
4849,159000,174,89,3,0,1,2,0,30,SanIsidro
4850,300000,208,125,4,2,0,3,1,20,SanIsidro
4851,155000,400,142,4,2,0,3,1,0,Pilar
4852,310000,103,103,0,2,0,3,0,48,VicenteLópez
4853,295000,190,135,4,3,1,3,1,25,CapitalFederal
4854,310000,233,110,3,0,0,2,1,40,VicenteLópez
4855,115000,200,75,3,2,0,2,0,30,Ituzaingó
4856,135000,370,200,4,2,1,3,0,40,GBANorte
4857,490000,500,240,4,2,0,3,1,0,Nordelta
4858,175000,187,160,4,0,1,2,1,35,Morón
4859,139000,578,115,0,2,0,3,0,1,PilardelEste
4860,130000,385,190,5,2,1,4,1,1,EstebanEcheverría
4861,130000,580,105,4,2,0,3,1,0,PilardelEste
4862,500000,840,300,8,3,0,5,1,15,GBASur
4863,450000,1998,242,4,2,0,3,0,25,Rosario
4864,260000,1080,250,3,3,0,3,0,0,Córdoba
4865,300000,840,200,5,3,0,3,0,33,Pilar
4866,290000,600,170,4,4,0,3,1,8,Escobar
4867,380000,150,130,4,2,1,4,0,45,CapitalFederal
4868,135000,734,62,3,0,0,0,0,1,SanCarlosdeBariloche
4869,990000,1053,397,0,5,0,4,0,1,Nordelta
4870,290000,240,208,4,2,1,3,0,23,Maschwitz
4871,240000,500,230,6,3,0,4,0,22,EstebanEcheverría
4872,265000,177,146,4,0,1,3,0,0,Escobar
4873,369000,1000,200,6,3,1,5,1,0,BuenosAiresCostaAtlántica
4874,340000,770,300,7,3,0,4,1,15,Escobar
4875,265000,210,190,4,2,1,3,1,20,Escobar
4876,250000,180,180,4,2,0,3,1,0,Canning
4877,360000,800,240,4,3,0,3,0,14,Pilar
4878,290000,1110,180,4,3,0,3,0,10,Rosario
4879,390000,489,300,3,3,1,3,0,6,Córdoba
4880,132000,1080,138,3,0,0,2,0,31,Escobar
4881,540000,1000,300,5,3,0,4,0,3,BuenosAiresCostaAtlántica
4882,420000,341,210,4,3,0,3,0,1,MardelPlata
4883,320000,155,140,4,2,1,3,0,0,SanMiguel
4884,220000,250,200,5,2,1,4,1,35,Morón
4885,180000,270,127,5,2,0,3,0,10,Rosario
4886,100000,615,165,3,0,1,3,0,0,Córdoba
4887,1450000,1234,390,6,4,0,3,0,5,RincóndeMilberg
4888,385000,960,285,7,4,0,4,0,10,Pilar
4889,319000,182,140,4,2,1,3,1,2,VicenteLópez
4890,110000,200,114,3,2,1,2,0,0,Córdoba
4891,450000,1100,210,4,3,0,3,1,0,LaPlata
4892,65000,870,155,4,2,1,3,1,0,Pilar
4893,160000,300,150,4,2,0,0,1,2,Hurlingham
4894,365000,1500,239,5,3,1,4,0,30,Pilar
4895,550000,1001,257,5,2,1,4,1,0,Pilar
4896,228000,204,160,4,3,1,3,0,0,ElCantón
4897,280000,248,216,0,4,0,3,0,1,Villanueva
4898,227000,143,110,3,0,1,2,1,20,VicenteLópez
4899,470000,460,221,6,3,1,4,1,0,Nordelta
4900,250000,231,153,4,2,1,3,0,30,GBASur
4901,295000,361,231,4,4,1,3,1,8,Maschwitz
4902,180000,229,165,4,2,0,4,1,30,PresidentePerón
4903,220000,440,151,2,0,1,2,0,0,Córdoba
4904,260000,268,268,6,2,1,5,1,0,LomasdeZamora
4905,255000,1000,166,4,0,1,3,1,0,BuenosAiresCostaAtlántica
4906,240000,95,95,3,2,1,2,1,4,VicenteLópez
4907,520000,1500,368,3,4,1,3,0,6,Córdoba
4908,250000,577,125,4,2,0,3,0,30,Pilar
4909,427000,249,210,0,4,0,3,0,1,Villanueva
4910,2500000,1493,400,7,3,0,3,1,0,Nordelta
4911,450000,585,250,4,4,1,3,0,10,DonTorcuato
4912,990000,924,433,6,5,0,4,0,20,GBANorte
4913,125000,70,63,4,0,1,2,1,40,Rosario
4914,210000,1000,130,4,2,1,3,0,0,BuenosAiresCostaAtlántica
4915,550000,330,281,5,0,0,3,1,25,CapitalFederal
4916,190000,205,205,5,2,0,4,0,40,Quilmes
4917,130000,564,107,4,2,0,3,1,0,PilardelEste
4918,238000,141,141,5,2,0,3,1,0,Benavidez
4919,290000,614,158,4,3,0,3,1,5,Tigre
4920,235000,270,132,3,0,1,2,1,20,Avellaneda
4921,305000,224,190,5,3,0,3,1,0,Escobar
4922,350000,687,250,5,3,0,4,0,3,Córdoba
4923,135000,1086,208,4,2,1,4,0,0,Córdoba
4924,375000,884,237,4,3,0,3,0,0,Villanueva
4925,180000,1675,200,4,3,0,3,0,6,Salta
4926,585000,559,201,4,3,0,3,1,2,Nordelta
4927,1300000,720,460,6,5,0,4,0,40,CapitalFederal
4928,120000,150,150,5,2,0,3,0,19,Córdoba
4929,105000,240,92,3,0,1,2,0,15,Escobar
4930,195000,400,130,3,2,1,3,1,0,Córdoba
4931,155000,150,130,4,2,0,3,1,14,BuenosAiresCostaAtlántica
4932,1350000,2222,370,6,4,1,5,1,1,Pilar
4933,390000,380,380,0,3,0,4,0,0,Luján
4934,55000,452,100,4,0,1,3,0,1,Mendoza
4935,170000,500,140,4,0,0,3,0,20,BuenosAiresCostaAtlántica
4936,195000,180,146,4,3,0,3,0,0,Córdoba
4937,1950000,1390,800,10,6,0,6,0,10,Nordelta
4938,200000,158,120,5,3,1,3,0,45,SanIsidro
4939,390000,210,170,5,2,0,3,0,25,CapitalFederal
4940,220000,498,157,4,2,1,3,1,3,Pilar
4941,255000,245,230,5,3,0,4,0,22,Escobar
4942,275000,302,302,7,0,0,5,1,30,AlmiranteBrown
4943,330000,300,270,4,3,0,3,0,22,SanMiguel
4944,200000,737,132,4,0,1,3,0,5,LaPlata
4945,550000,728,210,4,3,0,3,1,10,AlmiranteBrown
4946,135000,200,146,5,0,1,2,0,18,Rosario
4947,150000,280,70,3,0,0,2,0,30,LaMatanza
4948,150000,150,105,4,0,1,3,0,39,MardelPlata
4949,330000,1100,170,5,2,1,3,0,10,Moreno
4950,550000,900,312,4,4,0,3,0,12,Pilar
4951,320000,190,190,0,4,1,3,0,17,Pilar
4952,269000,500,120,4,2,0,3,0,15,Tigre
4953,182000,150,111,0,2,0,3,0,0,Pilar
4954,330000,178,178,0,2,1,3,0,7,CapitalFederal
4955,230000,250,250,4,2,0,3,0,0,SanMiguel
4956,195000,84,72,0,0,0,2,0,1,VicenteLópez
4957,129000,600,120,4,3,0,3,0,0,Pilar
4958,95000,669,70,0,2,0,3,0,20,MalvinasArgentinas
4959,210000,380,196,5,2,1,4,0,48,Merlo
4960,270000,250,160,3,2,1,2,0,30,GeneralSanMartín
4961,450000,360,360,6,5,1,4,1,30,VicenteLópez
4962,480000,900,159,4,2,0,3,1,0,LaPlata
4963,180000,180,180,6,2,1,3,0,23,SantaFe
4964,790000,445,445,7,2,1,4,0,4,Moreno
4965,250000,479,220,3,3,1,3,0,10,LaCalera
4966,300000,240,209,4,0,1,3,1,40,CapitalFederal
4967,329000,184,132,5,2,0,4,0,30,SanIsidro
4968,230000,700,125,3,0,1,2,0,18,Escobar
4969,130000,200,200,4,0,1,3,1,0,Quilmes
4970,220000,498,157,4,2,1,3,1,3,PilardelEste
4971,295000,280,123,4,0,1,3,0,40,SanIsidro
4972,460000,547,230,4,4,0,3,0,9,Ituzaingó
4973,180000,122,96,0,2,0,3,0,9,Pilar
4974,390000,160,160,4,3,1,3,0,30,VicenteLópez
4975,189000,350,130,0,2,0,3,0,15,Pilar
4976,85000,262,75,5,0,0,3,0,32,LaPlata
4977,280000,248,216,0,4,0,3,0,1,Villanueva
4978,285000,260,220,0,4,0,3,0,5,Villanueva
4979,285000,183,128,5,2,1,4,1,40,VicenteLópez
4980,250000,790,100,0,2,0,2,0,35,Moreno
4981,220000,187,147,4,2,0,3,1,2,Neuquen
4982,235000,1645,195,5,2,0,4,0,12,SanAntoniodeAreco
4983,500000,840,300,8,3,0,5,1,15,EstebanEcheverría
4984,215000,232,156,5,3,1,4,0,39,SanIsidro
4985,280000,2100,246,5,2,1,3,0,2,Córdoba
4986,388000,600,191,4,3,1,3,0,0,Ituzaingó
4987,730000,437,437,0,5,0,3,0,10,GeneralRodríguez
4988,65000,760,160,5,2,0,3,0,4,Escobar
4989,80000,175,80,2,0,1,2,0,0,Córdoba
4990,160000,288,135,4,2,0,3,0,5,Pilar
4991,260000,190,190,5,3,1,4,0,35,Quilmes
4992,198000,1170,214,5,2,0,4,0,8,SanAntoniodeAreco
4993,450000,920,200,4,3,0,3,0,19,SanMiguel
4994,320000,182,120,4,0,1,3,1,35,SanIsidro
4995,195000,140,140,4,2,1,3,0,10,Escobar
4996,490000,375,368,8,2,0,4,1,30,SanIsidro
4997,980000,1500,500,12,6,0,5,0,5,Córdoba
4998,340000,250,200,4,2,0,3,1,15,Escobar
4999,980000,1684,785,4,5,1,4,0,0,Córdoba
5000,239000,330,200,4,2,1,3,0,35,CapitalFederal
5001,400000,300,200,0,3,0,3,0,15,VicenteLópez
5002,1000000,292,292,6,3,0,4,1,15,CapitalFederal
5003,335000,834,249,5,3,0,3,1,7,Pilar
5004,550000,515,240,7,3,1,4,0,21,TresdeFebrero
5005,230000,542,200,4,2,0,3,0,48,Ituzaingó
5006,185000,450,100,4,0,1,3,0,10,GeneralRodríguez
5007,420000,1000,330,3,4,1,3,0,8,LaCalera
5008,670000,687,300,7,3,0,5,0,10,Nordelta
5009,365000,318,200,5,0,1,3,1,45,VicenteLópez
5010,190000,354,256,3,3,1,3,0,47,Córdoba
5011,520000,871,261,5,2,0,4,1,12,Pilar
5012,550000,866,374,6,3,0,4,1,12,Quilmes
5013,54000,336,60,3,0,1,0,1,0,SantaFe
5014,450000,525,350,4,2,1,3,0,0,SanFernando
5015,585000,450,450,4,3,0,3,1,20,SanIsidro
5016,153000,400,155,4,2,0,3,0,0,LaCañadadePilar
5017,270000,460,180,5,2,1,3,1,4,Pilar
5018,549000,448,300,0,4,0,3,0,10,SanIsidro
5019,240000,200,115,4,2,1,3,0,30,SanIsidro
5020,435000,817,200,4,4,1,3,0,15,Tigre
5021,245000,197,167,0,3,0,3,0,1,Escobar
